genre_ids,original_language,popularity,release_date,title,vote_average,vote_count,studio,domestic_gross,foreign_gross,year,total_gross
[18],en,1.536,2016-12-02,Believe,6.5,11,ORF,6200000.0,652000000.0,2013,658200000.0
[99],en,1.2429999999999999,2013-11-16,Jerusalem,6.7,18,NGE,8000000.0,1300000.0,2013,9300000.0
"[35, 10749]",hi,1.2109999999999999,2013-10-02,Besharam,4.2,22,Relbig.,680000.0,652000000.0,2013,652680000.0
[16],en,1.041,2013-04-23,Inhumans,7.7,3,Imax,1500000.0,1300000.0,2017,2800000.0
[18],he,1.008,2013-10-12,Youth,5.3,9,FoxS,2700000.0,652000000.0,2015,654700000.0
"[35, 18]",it,9.265,2015-12-04,Youth,6.9,1098,FoxS,2700000.0,652000000.0,2015,654700000.0
"[18, 36]",zh,5.082,2017-12-15,Youth,7.7,27,FoxS,2700000.0,652000000.0,2015,654700000.0
"[27, 10749, 53]",hi,0.8959999999999999,2013-04-19,Ek Thi Daayan,5.5,15,Eros,112000.0,652000000.0,2013,652112000.0
[99],en,0.6990000000000001,2013-02-27,Walking the Camino: Six Ways to Santiago,4.8,3,FEF,613000.0,652000000.0,2013,652613000.0
[18],en,0.687,2013-11-12,Searching,8.7,3,SGem,26000000.0,49400000.0,2018,75400000.0
"[53, 9648, 18]",en,23.66,2018-08-24,Searching,7.6,1502,SGem,26000000.0,49400000.0,2018,75400000.0
[],en,0.6559999999999999,2013-06-27,Colossal,8.0,2,Neon,3000000.0,652000000.0,2017,655000000.0
"[18, 14, 878]",en,9.79,2017-04-07,Colossal,6.1,1001,Neon,3000000.0,652000000.0,2017,655000000.0
"[18, 14, 878]",en,9.79,2017-04-07,Colossal,6.1,1001,Neon,3000000.0,652000000.0,2017,655000000.0
[18],en,0.6,2013-09-09,Noah,7.6,11,Par.,101200000.0,261399999.0,2014,362599999.0
"[18, 12]",en,13.905,2014-03-28,Noah,5.6,3955,Par.,101200000.0,261399999.0,2014,362599999.0
[99],en,0.6,2014-03-25,Noah,7.5,2,Par.,101200000.0,261399999.0,2014,362599999.0
[18],es,0.6,2013-03-29,Violeta Went to Heaven,7.1,18,KL,21500.0,1200000.0,2013,1221500.0
[99],en,0.6,2013-07-01,Adrift,7.0,1,STX,31400000.0,28500000.0,2018,59900000.0
"[53, 10749, 12]",en,16.785999999999998,2018-06-01,Adrift,6.7,1264,STX,31400000.0,28500000.0,2018,59900000.0
[18],en,0.6,2013-03-29,White Elephant,6.6,51,Strand,8900.0,4400000.0,2013,4408900.0
[28],hi,0.6,2013-05-03,Shootout at Wadala,6.5,14,Eros,370000.0,652000000.0,2013,652370000.0
[878],en,0.6,2013-04-05,Worlds Apart,6.3,3,CLS,60300.0,652000000.0,2017,652060300.0
[35],en,0.6,2013-06-07,The Internship,6.2,2631,Fox,44700000.0,48800000.0,2013,93500000.0
"[35, 80, 18]",en,0.6,2013-07-12,Mr. Right,6.0,1,FCW,34700.0,652000000.0,2016,652034700.0
"[35, 10749]",en,2.1590000000000003,2015-07-28,Mr. Right,3.4,5,FCW,34700.0,652000000.0,2016,652034700.0
"[35, 28, 10749]",en,9.41,2016-04-08,Mr. Right,6.4,741,FCW,34700.0,652000000.0,2016,652034700.0
[],en,0.6,2013-03-01,Solace,6.0,1,LGP,415000000.0,22400000.0,2016,437400000.0
"[53, 80, 9648]",en,9.878,2016-12-16,Solace,6.3,1258,LGP,415000000.0,22400000.0,2016,437400000.0
"[53, 80, 9648]",en,9.878,2016-12-16,Solace,6.3,1258,LGP,415000000.0,22400000.0,2016,437400000.0
[18],en,2.772,2018-09-23,Solace,5.0,1,LGP,415000000.0,22400000.0,2016,437400000.0
[99],en,0.6,2013-10-25,Spinning Plates,5.6,7,TFA,112000.0,652000000.0,2013,652112000.0
"[18, 9648, 10749]",en,0.6,2013-10-25,Tumbledown,5.3,3,SM,135000.0,652000000.0,2016,652135000.0
"[10402, 10749, 35, 18]",en,7.004,2015-04-18,Tumbledown,6.4,88,SM,135000.0,652000000.0,2016,652135000.0
"[10402, 10749, 35, 18]",en,7.004,2015-04-18,Tumbledown,6.4,88,SM,135000.0,652000000.0,2016,652135000.0
[99],fr,0.6,2013-05-15,Becoming Traviata,5.0,1,Distrib.,62700.0,652000000.0,2013,652062700.0
"[28, 35]",hi,0.6,2013-03-29,Himmatwala,3.4,27,UTV,271000.0,652000000.0,2013,652271000.0
[],en,0.6,2013-12-12,Singularity,3.0,1,VE,4200.0,652000000.0,2017,652004200.0
"[28, 878]",en,0.6,2015-11-07,Singularity,6.6,5,VE,4200.0,652000000.0,2017,652004200.0
[878],en,7.654,2017-11-24,Singularity,3.7,98,VE,4200.0,652000000.0,2017,652004200.0
"[28, 53]",en,78.123,2014-10-24,John Wick,7.2,10081,LG/S,43000000.0,45700000.0,2014,88700000.0
"[28, 12, 14]",en,53.783,2014-12-17,The Hobbit: The Battle of the Five Armies,7.3,8392,WB (NL),255100000.0,700900000.0,2014,956000000.0
"[28, 878, 12]",en,49.606,2014-08-01,Guardians of the Galaxy,7.9,17958,BV,333200000.0,440200000.0,2014,773400000.0
"[28, 12, 14, 878]",en,41.867,2014-05-23,X-Men: Days of Future Past,7.5,10062,Fox,233900000.0,513900000.0,2014,747800000.0
"[28, 9648, 878, 53]",en,36.955,2014-09-19,The Maze Runner,7.1,10626,Fox,102400000.0,245900000.0,2014,348300000.0
"[12, 10751, 16, 28, 35]",en,36.92,2014-11-07,Big Hero 6,7.8,10176,BV,222500000.0,435300000.0,2014,657800000.0
"[12, 10751, 16, 28, 35]",en,36.92,2014-11-07,Big Hero 6,7.8,10176,BV,222500000.0,435300000.0,2014,657800000.0
"[878, 12, 53]",en,33.836999999999996,2014-11-21,The Hunger Games: Mockingjay - Part 1,6.8,10087,LGF,337100000.0,418200000.0,2014,755300000.0
"[36, 18, 53, 10752]",en,33.078,2014-12-19,The Imitation Game,8.1,10396,Wein.,91100000.0,142400000.0,2014,233500000.0
"[9648, 53, 18]",en,31.215,2014-10-03,Gone Girl,7.9,10459,Fox,167800000.0,201600000.0,2014,369400000.0
"[27, 28, 18, 14, 10752]",en,29.04300000000001,2014-10-03,Dracula Untold,6.2,3719,Uni.,56300000.0,160800000.0,2014,217100000.0
"[53, 28, 80]",en,28.941999999999997,2014-09-26,The Equalizer,7.2,4989,Sony,101500000.0,90800000.0,2014,192300000.0
"[12, 18, 878]",en,28.44,2014-11-05,Interstellar,8.2,18597,Par.,188000000.0,489400000.0,2014,677400000.0
"[27, 53]",en,28.424,2014-07-18,The Purge: Anarchy,6.6,3754,Uni.,72000000.0,40000000.0,2014,112000000.0
"[878, 28, 18, 53]",en,27.641,2014-07-11,Dawn of the Planet of the Apes,7.3,7080,Fox,208500000.0,502100000.0,2014,710600000.0
"[14, 28, 12, 16, 35, 10751]",en,27.105999999999998,2014-06-13,How to Train Your Dragon 2,7.7,5589,Fox,177000000.0,444500000.0,2014,621500000.0
"[12, 18, 28]",en,26.789,2014-12-12,Exodus: Gods and Kings,5.7,2909,Fox,65000000.0,203200000.0,2014,268200000.0
"[80, 35, 28, 12]",en,26.103,2015-02-13,Kingsman: The Secret Service,7.6,10287,Fox,128300000.0,286100000.0,2015,414400000.0
"[80, 35, 28, 12]",en,26.103,2015-02-13,Kingsman: The Secret Service,7.6,10287,Fox,128300000.0,286100000.0,2015,414400000.0
"[80, 18, 53]",en,25.596999999999998,2014-10-31,Nightcrawler,7.7,5860,ORF,32400000.0,6300000.0,2014,38700000.0
"[28, 12, 36, 10749, 18]",en,25.215,2014-02-21,Pompeii,5.4,2078,TriS,23200000.0,94600000.0,2014,117800000.0
"[18, 35]",en,21.833000000000002,2014-10-17,Birdman,7.4,7747,FoxS,42300000.0,60900000.0,2014,103200000.0
"[878, 28, 12]",en,20.961,2014-06-27,Transformers: Age of Extinction,5.8,4805,Par.,245400000.0,858600000.0,2014,1104000000.0
"[10751, 16, 12, 35]",en,20.899,2014-11-26,Penguins of Madagascar,6.4,2273,Fox,83400000.0,289700000.0,2014,373100000.0
"[28, 12, 14]",en,20.846999999999998,2014-05-02,The Amazing Spider-Man 2,6.4,7220,Sony,202900000.0,506100000.0,2014,709000000.0
[35],en,20.429000000000002,2014-07-18,Sex Tape,5.3,2684,Sony,38500000.0,87500000.0,2014,126000000.0
"[12, 35, 14, 10751]",en,20.064,2014-12-19,Night at the Museum: Secret of the Tomb,6.1,3536,Fox,113700000.0,249500000.0,2014,363200000.0
"[28, 878]",en,19.753,2014-06-06,Edge of Tomorrow,7.6,8047,WB,100200000.0,270300000.0,2014,370500000.0
"[80, 18, 9648, 53]",en,19.373,2014-09-19,A Walk Among the Tombstones,6.3,1685,Uni.,26300000.0,26900000.0,2014,53200000.0
"[14, 12, 28, 10751, 10749]",en,19.274,2014-05-30,Maleficent,7.0,8143,BV,241400000.0,517100000.0,2014,758500000.0
"[28, 12, 53]",en,18.797,2014-08-15,The Expendables 3,6.1,2876,LGF,39300000.0,175300000.0,2014,214600000.0
"[10752, 28]",en,18.473,2014-12-25,American Sniper,7.4,7658,WB,350100000.0,197300000.0,2014,547400000.0
"[10752, 28]",en,18.473,2014-12-25,American Sniper,7.4,7658,WB,350100000.0,197300000.0,2014,547400000.0
[35],en,18.421,2014-11-26,Horrible Bosses 2,6.2,2581,WB,54400000.0,53200000.0,2014,107600000.0
"[27, 53]",en,18.419,2015-03-27,It Follows,6.5,3485,RTWC,14700000.0,652000000.0,2015,666700000.0
"[27, 53]",en,18.419,2015-03-27,It Follows,6.5,3485,RTWC,14700000.0,652000000.0,2015,666700000.0
[35],en,18.395,2014-08-13,Let's Be Cops,6.3,1693,Fox,82400000.0,55800000.0,2014,138200000.0
"[35, 18]",en,18.31,2014-03-07,The Grand Budapest Hotel,8.0,8091,FoxS,59300000.0,115500000.0,2014,174800000.0
"[12, 35, 10751, 16]",en,18.11,2014-04-11,Rio 2,6.3,1803,Fox,131500000.0,368600000.0,2014,500100000.0
"[28, 12, 878]",en,18.073,2014-04-04,Captain America: The Winter Soldier,7.7,11034,BV,259800000.0,454500000.0,2014,714300000.0
"[80, 28, 53]",en,17.747,2014-08-27,The November Man,6.1,852,Rela.,25000000.0,7500000.0,2014,32500000.0
"[28, 12, 878]",en,16.982,2014-03-21,Divergent,6.9,8279,LG/S,150900000.0,137900000.0,2014,288800000.0
"[28, 878]",en,16.73,2014-07-25,Lucy,6.3,10019,Uni.,126700000.0,336700000.0,2014,463400000.0
[18],en,16.464000000000002,2014-10-10,The Judge,7.3,2356,WB,47100000.0,37300000.0,2014,84400000.0
"[99, 99]",en,0.6,2018-04-13,The Judge,7.5,2,WB,47100000.0,37300000.0,2014,84400000.0
[35],en,16.379,2014-10-31,St. Vincent,7.1,1069,Wein.,44100000.0,10700000.0,2014,54800000.0
[35],en,15.964,2014-11-14,Dumb and Dumber To,5.5,1842,Uni.,86200000.0,83600000.0,2014,169800000.0
"[53, 10749]",en,15.924000000000001,2014-10-11,Escobar: Paradise Lost,6.3,476,RTWC,196000.0,3600000.0,2015,3796000.0
[35],en,15.722999999999999,2014-05-09,Chef,7.1,1764,ORF,31400000.0,14500000.0,2014,45900000.0
[16],ja,15.62,2014-02-21,The Wind Rises,7.8,1291,BV,5200000.0,112700000.0,2014,117900000.0
[27],en,15.389000000000001,2014-10-24,Ouija,5.1,1670,Uni.,50900000.0,52700000.0,2014,103600000.0
[18],en,15.237,2014-10-17,Camp X-Ray,6.8,618,IFC,13300.0,652000000.0,2014,652013300.0
[35],en,14.979000000000001,2014-05-09,Neighbors,6.2,4536,Uni.,150200000.0,120500000.0,2014,270700000.0
"[18, 80]",en,14.795,2014-09-12,The Drop,6.7,1215,FoxS,10700000.0,7900000.0,2014,18600000.0
"[28, 878, 18]",ko,14.735,2014-06-27,Snowpiercer,6.8,4748,RTWC,4600000.0,82200000.0,2014,86800000.0
"[53, 9648]",en,14.425,2014-03-14,Enemy,6.9,2754,A24,1000000.0,2400000.0,2014,3400000.0
"[35, 10749, 80, 18, 9648]",en,14.244000000000002,2015-01-09,Inherent Vice,6.6,1359,WB,8100000.0,6600000.0,2014,14700000.0
"[35, 10749, 80, 18, 9648]",en,14.244000000000002,2015-01-09,Inherent Vice,6.6,1359,WB,8100000.0,6600000.0,2014,14700000.0
[27],en,13.989,2014-10-03,Annabelle,5.6,3357,WB (NL),84300000.0,172800000.0,2014,257100000.0
"[16, 28]",ja,13.909,2014-08-05,Dragon Ball Z: Battle of Gods,6.6,710,SV,2600000.0,47800000.0,2014,50400000.0
"[18, 10749]",en,13.866,2014-11-26,The Theory of Everything,7.9,6412,Focus,35900000.0,87800000.0,2014,123700000.0
"[28, 12]",en,13.754000000000001,2014-01-10,The Legend of Hercules,4.5,805,LG/S,18800000.0,42400000.0,2014,61200000.0
"[14, 35]",en,13.725999999999999,2014-12-25,Into the Woods,5.7,2880,BV,128000000.0,85100000.0,2014,213100000.0
"[28, 80, 18, 53]",en,13.722999999999999,2014-03-14,Need for Speed,6.1,2389,BV,43600000.0,159700000.0,2014,203300000.0
"[18, 53, 80]",en,13.67,2014-12-12,The Captive,5.9,570,A24,1100000.0,652000000.0,2014,653100000.0
[35],en,13.549000000000001,2014-05-02,Walk of Shame,5.9,868,FCW,59200.0,652000000.0,2014,652059200.0
"[80, 18]",en,13.527999999999999,2014-07-18,The Rover,6.2,435,A24,1100000.0,2100000.0,2014,3200000.0
"[10752, 18, 36, 28]",en,12.860999999999999,2014-02-07,The Monuments Men,5.9,2229,Sony,78000000.0,77000000.0,2014,155000000.0
"[16, 12, 10751]",en,12.812999999999999,2014-03-07,Mr. Peabody & Sherman,6.6,1357,Fox,111500000.0,164200000.0,2014,275700000.0
"[27, 53]",en,12.7,2014-01-24,"I, Frankenstein",5.2,1090,LGF,19100000.0,52100000.0,2014,71200000.0
"[18, 10752]",en,12.354000000000001,2014-12-25,Unbroken,7.4,2240,Uni.,115600000.0,47800000.0,2014,163400000.0
"[80, 18, 53]",en,12.270999999999999,2014-12-31,A Most Violent Year,6.6,792,A24,5700000.0,6300000.0,2014,12000000.0
"[80, 18, 53]",en,12.270999999999999,2014-12-31,A Most Violent Year,6.6,792,A24,5700000.0,6300000.0,2014,12000000.0
[18],en,12.047,2014-08-22,If I Stay,7.4,2703,WB (NL),50500000.0,28400000.0,2014,78900000.0
[18],en,12.017000000000001,2014-12-25,Big Eyes,7.0,2153,Wein.,14500000.0,14800000.0,2014,29300000.0
"[53, 80, 18]",en,12.003,2014-03-21,Blood Ties,6.1,268,ALP,2800.0,652000000.0,2011,652002800.0
"[10749, 18, 10402]",en,11.765999999999998,2014-07-25,Step Up All In,6.8,1213,LG/S,14900000.0,71300000.0,2014,86200000.0
[27],en,11.732000000000001,2014-12-05,The Pyramid,4.8,511,Fox,2800000.0,14100000.0,2014,16900000.0
"[18, 27]",en,11.502,2014-11-28,The Babadook,6.4,3528,IFC,964000.0,9300000.0,2014,10264000.0
"[35, 10749]",en,11.338,2014-12-06,"Love, Rosie",7.8,3594,TFA,20400.0,25600000.0,2015,25620400.0
"[35, 80]",en,11.337,2014-08-29,Life of Crime,5.6,205,RAtt.,265000.0,652000000.0,2014,652265000.0
[99],en,11.334000000000001,2014-10-24,Citizenfour,7.9,713,RTWC,2800000.0,202000.0,2014,3002000.0
[99],en,11.334000000000001,2014-10-24,Citizenfour,7.9,713,RTWC,2800000.0,202000.0,2014,3002000.0
"[16, 35, 10751, 14]",en,11.219000000000001,2014-09-26,The Boxtrolls,6.7,1016,Focus,50800000.0,58400000.0,2014,109200000.0
"[35, 27]",en,11.186,2015-02-13,What We Do in the Shadows,7.6,1594,U/P,3500000.0,2800000.0,2015,6300000.0
"[35, 27]",en,11.186,2015-02-13,What We Do in the Shadows,7.6,1594,U/P,3500000.0,2800000.0,2015,6300000.0
"[80, 35, 28]",en,11.175999999999998,2014-06-13,22 Jump Street,6.9,5167,Sony,191700000.0,139600000.0,2014,331300000.0
[18],en,11.140999999999998,2014-07-11,Boyhood,7.5,3097,IFC,25400000.0,19100000.0,2014,44500000.0
"[18, 37]",da,11.14,2014-10-13,The Salvation,6.4,434,IFC,44900.0,652000000.0,2015,652044900.0
[18],en,11.095,2014-08-29,Mommy,8.3,1399,RAtt.,3500000.0,652000000.0,2014,655500000.0
"[28, 18, 53]",en,11.061,2014-01-17,Jack Ryan: Shadow Recruit,6.1,1687,Par.,50600000.0,84900000.0,2014,135500000.0
"[28, 18, 53, 80]",en,11.011,2014-02-14,3 Days to Kill,6.1,1279,Rela.,30700000.0,21900000.0,2014,52600000.0
[35],en,10.979000000000001,2014-07-03,Tammy,5.2,735,WB (NL),84500000.0,16000000.0,2014,100500000.0
"[35, 28, 14]",en,10.934000000000001,2014-02-07,Vampire Academy,5.9,1012,Wein.,7800000.0,7600000.0,2014,15400000.0
"[27, 53]",en,10.899000000000001,2014-04-18,13 Sins,6.3,576,RTWC,13800.0,652000000.0,2014,652013800.0
[27],en,10.841,2014-04-03,Oculus,6.4,1747,Rela.,27700000.0,16300000.0,2014,44000000.0
"[28, 35]",en,10.831,2014-01-17,Ride Along,6.2,1277,Uni.,134900000.0,19500000.0,2014,154400000.0
"[35, 10402, 10749, 18]",en,10.828,2014-07-11,Begin Again,7.2,2089,Wein.,16200000.0,47300000.0,2014,63500000.0
"[35, 37]",en,10.815999999999999,2014-05-30,A Million Ways to Die in the West,5.8,2219,Uni.,43100000.0,44100000.0,2014,87200000.0
[18],en,10.747,2014-12-05,Still Alice,7.5,1946,SPC,18800000.0,25100000.0,2015,43900000.0
[18],en,10.702,2015-06-12,Madame Bovary,5.5,224,Alc,44200.0,652000000.0,2015,652044200.0
[18],en,10.702,2015-06-12,Madame Bovary,5.5,224,Alc,44200.0,652000000.0,2015,652044200.0
[35],en,10.613,2014-05-23,Blended,6.7,1709,WB,46300000.0,81700000.0,2014,128000000.0
[18],en,10.581,2014-04-11,Draft Day,6.6,460,LG/S,28800000.0,620000.0,2014,29420000.0
"[16, 35, 10751, 12]",en,10.501,2014-01-17,The Nut Job,5.6,529,ORF,64300000.0,56600000.0,2014,120900000.0
[18],fr,10.445,2014-12-24,"Two Days, One Night",6.9,513,IFC,1400000.0,5400000.0,2014,6800000.0
[18],en,10.341,2014-09-12,The Skeleton Twins,6.7,394,RAtt.,5300000.0,652000000.0,2014,657300000.0
[53],en,10.267000000000001,2014-07-25,A Most Wanted Man,6.5,784,RAtt.,17200000.0,19000000.0,2014,36200000.0
"[18, 10749]",en,10.259,2014-04-11,Only Lovers Left Alive,7.4,1055,SPC,1900000.0,652000000.0,2014,653900000.0
[28],th,10.144,2014-05-02,The Protector 2,5.6,94,Magn.,2500.0,3300000.0,2014,3302500.0
"[18, 53, 35]",es,10.105,2014-11-20,Wild Tales,7.8,1564,SPC,3100000.0,23900000.0,2015,27000000.0
"[53, 80, 18, 9648]",en,10.062000000000001,2014-10-10,Kill the Messenger,6.6,507,Focus,2500000.0,652000000.0,2014,654500000.0
"[12, 28]",en,10.059,2014-09-05,Falcon Rising,5.8,126,Free,11800.0,652000000.0,2014,652011800.0
"[10751, 16, 14]",en,10.015,2014-12-19,Song of the Sea,8.1,700,GK,858000.0,652000000.0,2014,652858000.0
"[10752, 28, 18, 36]",ko,9.982999999999999,2014-08-15,The Admiral: Roaring Currents,7.1,107,CJ,2600000.0,109600000.0,2014,112200000.0
"[80, 18, 35]",en,9.817,2014-05-30,Filth,6.9,956,Magn.,34400.0,8300000.0,2014,8334400.0
[18],en,9.718,2014-04-16,Heaven is for Real,6.2,363,TriS,91400000.0,9900000.0,2014,101300000.0
"[53, 27, 18, 14]",en,9.615,2014-10-03,Horns,6.3,1382,RTWC,174000.0,3700000.0,2014,3874000.0
"[18, 36]",en,9.582,2014-04-11,The Railway Man,6.9,408,Wein.,4400000.0,17900000.0,2014,22300000.0
"[36, 18]",en,9.541,2014-12-25,Selma,7.5,1354,Par.,52100000.0,14700000.0,2014,66800000.0
"[16, 35, 18, 10751]",fr,9.533999999999999,2014-02-28,Ernest & Celestine,7.7,246,GK,262000.0,4800000.0,2014,5062000.0
"[53, 18]",en,9.533999999999999,2014-05-20,Night Moves,5.7,160,Cdgm.,272000.0,652000000.0,2014,652272000.0
[18],en,9.467,2014-08-01,Calvary,7.1,531,FoxS,3600000.0,13300000.0,2014,16900000.0
"[27, 53]",en,9.446,2014-01-03,Paranormal Activity: The Marked Ones,5.3,752,Par.,32500000.0,58400000.0,2014,90900000.0
"[16, 878, 28, 18]",ja,9.395,2014-01-10,Evangelion: 3.0 You Can (Not) Redo,7.6,179,Elev.,175000.0,60300000.0,2014,60475000.0
"[53, 28, 18]",en,9.362,2014-11-07,Skin Trade,5.6,96,Magn.,1200.0,652000000.0,2015,652001200.0
[18],en,9.317,2014-12-31,Cake,6.3,565,CLF,2000000.0,652000000.0,2015,654000000.0
"[18, 14, 878]",en,9.314,2014-08-19,The Zero Theorem,6.1,615,Ampl.,258000.0,513000.0,2014,771000.0
"[16, 35, 12, 10751]",en,9.231,2014-07-18,Planes: Fire & Rescue,6.0,420,BV,59200000.0,92200000.0,2014,151400000.0
"[28, 80, 18]",en,9.193999999999999,2014-04-25,Brick Mansions,5.9,909,Rela.,20400000.0,48500000.0,2014,68900000.0
"[10749, 35]",en,9.191,2014-09-26,Two Night Stand,6.5,1241,EOne,18600.0,652000000.0,2014,652018600.0
"[18, 53]",en,9.128,2014-04-25,Locke,6.9,1370,A24,1400000.0,652000000.0,2014,653400000.0
"[35, 12, 80, 10751]",en,9.118,2014-03-21,Muppets Most Wanted,6.2,473,BV,51200000.0,29200000.0,2014,80400000.0
[18],en,9.019,2014-11-07,Rosewater,6.7,121,ORF,3100000.0,652000000.0,2014,655100000.0
"[28, 80, 53]",id,8.888,2014-03-28,The Raid 2,7.7,1190,SPC,2600000.0,652000000.0,2014,654600000.0
[18],en,8.85,2014-10-09,99 Homes,6.8,393,BG,1400000.0,652000000.0,2015,653400000.0
[18],en,8.85,2014-10-09,99 Homes,6.8,393,BG,1400000.0,652000000.0,2015,653400000.0
"[53, 80, 18]",en,8.807,2014-12-25,The Gambler,5.8,783,Par.,33700000.0,5600000.0,2014,39300000.0
"[18, 878, 16]",en,8.792,2014-07-24,The Congress,6.6,265,Drft.,138000.0,318000.0,2014,456000.0
"[10749, 35, 18]",en,8.767999999999999,2014-08-08,The One I Love,6.9,364,RTWC,513000.0,652000000.0,2014,652513000.0
"[35, 18]",en,8.715,2016-06-19,Infinitely Polar Bear,6.8,209,SPC,1400000.0,652000000.0,2015,653400000.0
"[35, 18]",en,8.715,2016-06-19,Infinitely Polar Bear,6.8,209,SPC,1400000.0,652000000.0,2015,653400000.0
"[35, 18]",en,8.715,2016-06-19,Infinitely Polar Bear,6.8,209,SPC,1400000.0,652000000.0,2015,653400000.0
"[18, 878]",en,8.687000000000001,2014-08-11,The Giver,6.5,3075,Wein.,45100000.0,21900000.0,2014,67000000.0
"[18, 35]",en,8.658,2014-10-17,"Men, Women & Children",6.5,518,Par.,706000.0,1500000.0,2014,2206000.0
"[35, 27, 18, 53]",en,8.655,2014-09-19,Tusk,5.3,601,A24,1800000.0,652000000.0,2014,653800000.0
"[35, 10749]",en,8.649,2014-01-31,That Awkward Moment,6.1,1759,Focus,26100000.0,14400000.0,2014,40500000.0
"[18, 9648, 10749]",en,8.637,2014-10-18,The Duke of Burgundy,6.4,139,IFC,64500.0,652000000.0,2015,652064500.0
"[27, 28]",en,8.627,2014-11-14,Wolves,5.8,151,KE,12100.0,652000000.0,2014,652012100.0
[18],en,4.27,2016-10-25,Wolves,5.8,22,KE,12100.0,652000000.0,2014,652012100.0
[18],en,4.27,2016-10-25,Wolves,5.8,22,KE,12100.0,652000000.0,2014,652012100.0
"[18, 10749]",en,8.622,2014-10-17,The Best of Me,7.3,1512,Rela.,26800000.0,9200000.0,2014,36000000.0
"[18, 80]",uk,8.486,2014-12-17,The Tribe,6.8,139,Drft.,151000.0,652000000.0,2015,652151000.0
"[18, 80]",uk,8.486,2014-12-17,The Tribe,6.8,139,Drft.,151000.0,652000000.0,2015,652151000.0
[99],en,0.6,2005-09-25,The Tribe,4.5,2,Drft.,151000.0,652000000.0,2015,652151000.0
"[878, 18]",en,8.459,2014-07-18,I Origins,7.6,1814,FoxS,336000.0,652000000.0,2014,652336000.0
"[35, 18]",en,8.452,2014-02-14,Le Week-End,6.4,72,MBox,2200000.0,652000000.0,2014,654200000.0
[18],en,8.327,2014-03-21,God's Not Dead,6.1,503,Free,60800000.0,3900000.0,2014,64700000.0
"[18, 28, 80]",cn,8.311,2014-03-07,Special ID,5.3,61,WGUSA,12700.0,652000000.0,2014,652012700.0
"[18, 53]",en,8.295,2014-10-10,Addicted,5.3,103,LGF,17400000.0,652000000.0,2014,669400000.0
[18],en,8.289,2014-02-28,Son of God,6.4,123,Fox,59700000.0,8100000.0,2014,67800000.0
"[35, 10749, 18]",en,8.282,2014-10-24,Laggies,6.1,730,A24,1100000.0,652000000.0,2014,653100000.0
"[18, 53, 80]",en,8.275,2014-02-21,In Secret,5.9,100,RAtt.,444000.0,652000000.0,2014,652444000.0
[18],en,8.26,2014-08-08,The Hundred-Foot Journey,7.3,785,BV,54200000.0,34600000.0,2014,88800000.0
"[18, 10749]",pt,8.256,2014-11-07,The Way He Looks,8.1,572,Strand,101000.0,1100000.0,2014,1201000.0
"[35, 10749]",en,8.25,2014-06-20,Think Like a Man Too,6.3,319,SGem,65200000.0,5000000.0,2014,70200000.0
"[35, 18, 10749]",en,8.235,2014-07-25,And So It Goes,5.9,264,CE,15200000.0,10200000.0,2014,25400000.0
"[35, 10749]",en,8.232000000000001,2014-06-06,Obvious Child,6.7,256,A24,3100000.0,652000000.0,2014,655100000.0
"[37, 18]",en,8.232000000000001,2014-08-29,The Homesman,6.5,389,Saban,2400000.0,652000000.0,2014,654400000.0
"[53, 27]",en,8.146,2014-11-07,Jessabelle,5.2,418,LGF,415000000.0,7000000.0,2014,422000000.0
[18],en,8.05,2015-01-30,Black or White,6.8,193,Rela.,21600000.0,652000000.0,2015,673600000.0
[18],en,8.05,2015-01-30,Black or White,6.8,193,Rela.,21600000.0,652000000.0,2015,673600000.0
"[10402, 18, 35]",en,8.03,2014-10-17,Rudderless,7.4,149,Gold.,58300.0,652000000.0,2014,652058300.0
"[18, 10749, 80, 9648]",en,8.029,2014-01-01,The Best Offer,7.8,1448,IFC,100000.0,652000000.0,2014,652100000.0
"[35, 18, 9648]",en,8.022,2015-04-17,While We're Young,5.9,609,A24,7600000.0,9700000.0,2015,17300000.0
"[35, 18, 9648]",en,8.022,2015-04-17,While We're Young,5.9,609,A24,7600000.0,9700000.0,2015,17300000.0
"[35, 18, 10749]",en,8.004,2014-08-21,Learning to Drive,6.1,125,BG,3400000.0,652000000.0,2015,655400000.0
"[36, 99]",en,7.95,2014-08-30,The Look of Silence,8.1,135,Drft.,109000.0,652000000.0,2015,652109000.0
"[36, 99]",en,7.95,2014-08-30,The Look of Silence,8.1,135,Drft.,109000.0,652000000.0,2015,652109000.0
"[36, 18]",en,7.883999999999999,2014-12-19,Mr. Turner,6.5,301,SPC,4000000.0,18200000.0,2014,22200000.0
"[18, 35]",sv,7.8679999999999986,2014-12-20,A Pigeon Sat on a Branch Reflecting on Existence,6.9,200,Magn.,223000.0,652000000.0,2015,652223000.0
"[53, 18]",en,7.852,2014-09-25,White Bird in a Blizzard,6.2,485,Magn.,33800.0,652000000.0,2014,652033800.0
"[18, 35]",en,7.845,2014-01-18,Wish I Was Here,6.6,440,Focus,3600000.0,1900000.0,2014,5500000.0
"[35, 18, 10749]",fr,7.822999999999999,2014-05-16,Chinese Puzzle,6.6,378,Cohen,339000.0,7100000.0,2014,7439000.0
